row_id,country,is_urban,age,female,married,religion,relationship_to_hh_head,education_level,literacy,can_calc_percents,can_calc_compounding,employed_last_year,employment_category_last_year,employment_type_last_year,share_hh_income_provided,income_ag_livestock_last_year,income_friends_family_last_year,income_government_last_year,income_own_business_last_year,income_private_sector_last_year,income_public_sector_last_year,num_times_borrowed_last_year,borrowing_recency,formal_savings,informal_savings,cash_property_savings,has_insurance,has_investment,num_shocks_last_year,avg_shock_strength_last_year,borrowed_for_emergency_last_year,borrowed_for_daily_expenses_last_year,can_use_internet,reg_bank_acct,reg_mm_acct,reg_formal_nbfi_account,financially_included,active_bank_user,active_mm_user,active_formal_nbfi_user,active_informal_nbfi_user,nonreg_active_mm_user,num_formal_institutions_last_year,num_informal_institutions_last_year,num_financial_activities_last_year,poverty_probability
231,C,TRUE,41,FALSE,TRUE,P,Head,2,TRUE,FALSE,TRUE,TRUE,employed,irregular_seasonal,3,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2,2,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,1,0.205
232,C,FALSE,31,TRUE,TRUE,P,Spouse,0,FALSE,FALSE,FALSE,TRUE,employed,irregular_seasonal,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,1,0.071
233,C,FALSE,56,TRUE,TRUE,Q,Spouse,0,FALSE,FALSE,FALSE,FALSE,housewife_or_student,not_working,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.267
234,I,FALSE,60,FALSE,TRUE,Q,Head,0,FALSE,FALSE,FALSE,TRUE,employed,self_employed,3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.95
235,J,FALSE,16,FALSE,FALSE,X,Son/Daughter,1,FALSE,TRUE,FALSE,FALSE,housewife_or_student,not_working,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,4.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.826
236,J,FALSE,43,TRUE,TRUE,X,Head,1,FALSE,TRUE,FALSE,TRUE,employed,irregular_seasonal,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,FALSE,TRUE,FALSE,FALSE,TRUE,4,4.25,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,2,0.843
237,C,FALSE,40,TRUE,FALSE,P,Head,0,TRUE,FALSE,FALSE,FALSE,housewife_or_student,not_working,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,0.999
238,A,FALSE,29,TRUE,TRUE,Q,Spouse,2,TRUE,FALSE,FALSE,FALSE,housewife_or_student,not_working,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.796
239,F,TRUE,30,TRUE,TRUE,X,Head,2,TRUE,FALSE,TRUE,TRUE,employed,self_employed,5,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,2,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,1,1,5,0.987
240,I,TRUE,50,FALSE,TRUE,Q,Head,0,FALSE,FALSE,FALSE,TRUE,employed,self_employed,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.333
241,A,FALSE,21,TRUE,TRUE,P,Son/Daughter,2,TRUE,FALSE,TRUE,FALSE,housewife_or_student,not_working,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.216
242,A,FALSE,66,FALSE,TRUE,Q,Head,0,FALSE,TRUE,TRUE,TRUE,employed,irregular_seasonal,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,0,0.548
243,A,FALSE,42,TRUE,TRUE,Q,Father/Mother,1,TRUE,FALSE,FALSE,FALSE,other,other,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.967
244,J,FALSE,24,TRUE,TRUE,X,Spouse,1,FALSE,TRUE,TRUE,TRUE,employed,salaried,4,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,2,2,FALSE,FALSE,TRUE,FALSE,FALSE,1,4,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,2,0.925
245,F,FALSE,25,TRUE,TRUE,X,Head,2,TRUE,TRUE,FALSE,TRUE,employed,self_employed,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,2,TRUE,FALSE,FALSE,FALSE,TRUE,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.875
246,A,FALSE,28,TRUE,TRUE,Q,Son/Daughter,2,TRUE,FALSE,FALSE,FALSE,housewife_or_student,not_working,1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,1,0.843
247,C,FALSE,73,FALSE,TRUE,P,Head,2,TRUE,FALSE,FALSE,TRUE,employed,self_employed,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,1,0.449
248,J,FALSE,67,TRUE,FALSE,X,Head,1,FALSE,FALSE,FALSE,TRUE,employed,irregular_seasonal,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,2,5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,2,0,2,0.95
249,I,FALSE,40,FALSE,TRUE,Q,Head,0,FALSE,TRUE,TRUE,TRUE,employed,self_employed,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.216
250,D,FALSE,37,FALSE,TRUE,X,Head,0,FALSE,FALSE,FALSE,TRUE,employed,irregular_seasonal,5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,4,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.715
251,A,TRUE,19,TRUE,FALSE,Q,Son/Daughter,3,TRUE,TRUE,FALSE,FALSE,housewife_or_student,not_working,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.63
252,F,TRUE,33,FALSE,FALSE,Q,Head,2,TRUE,FALSE,TRUE,TRUE,employed,salaried,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE,FALSE,TRUE,FALSE,TRUE,1,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,3,0.492
253,J,FALSE,35,FALSE,TRUE,X,Head,2,TRUE,TRUE,TRUE,TRUE,employed,self_employed,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,TRUE,FALSE,TRUE,FALSE,FALSE,2,4.5,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3,0,4,0.387
254,I,FALSE,30,TRUE,TRUE,Q,Spouse,0,FALSE,TRUE,FALSE,FALSE,housewife_or_student,not_working,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,FALSE,FALSE,TRUE,FALSE,FALSE,1,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.268
255,F,TRUE,42,FALSE,FALSE,Q,Head,2,TRUE,FALSE,TRUE,TRUE,employed,salaried,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,1,0.321
256,F,TRUE,30,TRUE,TRUE,Q,Spouse,0,FALSE,TRUE,TRUE,TRUE,employed,self_employed,3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,0,0.404
257,D,FALSE,19,TRUE,TRUE,X,Sister/Brother,1,TRUE,TRUE,FALSE,FALSE,housewife_or_student,not_working,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,2,0.453
258,I,FALSE,33,TRUE,TRUE,Q,Spouse,2,TRUE,FALSE,FALSE,FALSE,housewife_or_student,not_working,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.728
259,I,FALSE,25,TRUE,TRUE,Q,Spouse,0,FALSE,TRUE,TRUE,FALSE,housewife_or_student,not_working,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.523
260,D,TRUE,48,FALSE,TRUE,Q,Head,1,TRUE,FALSE,TRUE,TRUE,employed,self_employed,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,2,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,1,0.715
261,D,TRUE,65,TRUE,FALSE,Q,Head,1,TRUE,TRUE,TRUE,TRUE,employed,self_employed,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,TRUE,FALSE,TRUE,FALSE,FALSE,1,5,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,0,2,0.686
262,C,TRUE,60,FALSE,TRUE,P,Head,2,FALSE,TRUE,FALSE,TRUE,employed,salaried,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,2,0.949
263,D,FALSE,52,TRUE,TRUE,Q,Head,2,TRUE,FALSE,FALSE,TRUE,employed,self_employed,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,FALSE,FALSE,FALSE,TRUE,FALSE,2,5,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,1,1,1,0.728
264,J,FALSE,66,TRUE,FALSE,X,Head,2,FALSE,FALSE,FALSE,TRUE,employed,self_employed,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE,FALSE,TRUE,FALSE,TRUE,1,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,1,1,3,0.99
265,G,FALSE,58,TRUE,FALSE,X,Head,2,TRUE,FALSE,FALSE,FALSE,other,other,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,2,TRUE,TRUE,FALSE,TRUE,TRUE,1,4,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,1,1,2,0.785
266,G,FALSE,48,TRUE,TRUE,N,Head,0,FALSE,FALSE,FALSE,FALSE,unemployed,not_working,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.95
267,G,TRUE,26,TRUE,TRUE,X,Spouse,1,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,2,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,1,1,5,0.071
268,D,TRUE,56,TRUE,FALSE,X,Head,1,TRUE,TRUE,TRUE,TRUE,employed,irregular_seasonal,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,1,0.071
269,I,FALSE,34,TRUE,TRUE,Q,Spouse,1,FALSE,FALSE,FALSE,FALSE,housewife_or_student,not_working,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.843
270,A,TRUE,40,FALSE,TRUE,Q,Head,1,FALSE,FALSE,FALSE,FALSE,other,other,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,2,0.105
271,G,FALSE,57,TRUE,TRUE,X,Spouse,1,FALSE,FALSE,FALSE,FALSE,other,other,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,3,4.666666667,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,1,0.751
272,I,FALSE,44,FALSE,TRUE,Q,Head,2,TRUE,TRUE,TRUE,TRUE,employed,self_employed,5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,1,0.796
273,G,TRUE,18,FALSE,FALSE,X,Son/Daughter,2,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,2,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.826
274,F,FALSE,41,FALSE,TRUE,Q,Head,,FALSE,FALSE,FALSE,TRUE,employed,self_employed,5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3,2,FALSE,FALSE,TRUE,FALSE,TRUE,4,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.216
275,C,FALSE,18,TRUE,FALSE,P,Son/Daughter,2,TRUE,FALSE,FALSE,FALSE,housewife_or_student,not_working,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,1,0.755
276,I,TRUE,27,FALSE,TRUE,Q,Son/Daughter,3,TRUE,FALSE,FALSE,FALSE,unemployed,not_working,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0
277,F,FALSE,25,FALSE,TRUE,Q,Head,2,FALSE,TRUE,FALSE,TRUE,employed,self_employed,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.992
278,I,FALSE,27,TRUE,TRUE,Q,Spouse,2,TRUE,FALSE,TRUE,FALSE,housewife_or_student,not_working,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,0,0.482
279,F,TRUE,50,FALSE,TRUE,X,Head,3,TRUE,TRUE,TRUE,TRUE,employed,salaried,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,TRUE,FALSE,TRUE,FALSE,TRUE,1,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,2,0.449
280,A,FALSE,45,TRUE,TRUE,Q,Spouse,0,FALSE,FALSE,FALSE,FALSE,housewife_or_student,not_working,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0.342
281,C,FALSE,65,FALSE,TRUE,Q,Head,1,TRUE,FALSE,FALSE,FALSE,housewife_or_student,not_working,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,1,0.6
282,I,FALSE,26,TRUE,TRUE,Q,Spouse,3,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.879
283,I,FALSE,30,FALSE,TRUE,Q,Head,2,TRUE,TRUE,TRUE,TRUE,employed,self_employed,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.63
284,G,TRUE,18,FALSE,FALSE,X,Head,2,TRUE,TRUE,TRUE,TRUE,employed,salaried,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,0,5,0.507
285,A,TRUE,26,TRUE,TRUE,Q,Spouse,1,TRUE,TRUE,FALSE,FALSE,housewife_or_student,not_working,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,2,0.027
286,C,TRUE,48,TRUE,TRUE,P,Head,1,FALSE,FALSE,FALSE,FALSE,housewife_or_student,not_working,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,0.843
287,I,FALSE,47,TRUE,TRUE,Q,Spouse,0,FALSE,TRUE,TRUE,FALSE,housewife_or_student,not_working,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.183
288,F,TRUE,43,TRUE,TRUE,Q,Spouse,3,TRUE,FALSE,FALSE,TRUE,employed,salaried,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1,1,2,0.282
289,G,TRUE,49,FALSE,TRUE,X,Head,2,TRUE,FALSE,FALSE,TRUE,employed,irregular_seasonal,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,1,0.984
290,A,TRUE,45,FALSE,TRUE,Q,Head,1,FALSE,FALSE,FALSE,TRUE,employed,salaried,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,1,0.216
291,C,FALSE,24,FALSE,TRUE,P,Head,1,FALSE,FALSE,FALSE,TRUE,employed,salaried,5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.321
292,G,TRUE,20,FALSE,FALSE,X,Son/Daughter,1,TRUE,FALSE,TRUE,FALSE,housewife_or_student,not_working,4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,4,0.569
293,F,FALSE,15,FALSE,FALSE,Q,Son/Daughter,0,FALSE,FALSE,TRUE,FALSE,other,other,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.97
294,I,TRUE,55,FALSE,TRUE,Q,Head,3,TRUE,TRUE,FALSE,TRUE,employed,salaried,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1,2,5,0.846
295,I,FALSE,59,FALSE,TRUE,Q,Head,3,TRUE,FALSE,FALSE,TRUE,employed,self_employed,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE,TRUE,TRUE,FALSE,TRUE,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,0,0.768
296,C,FALSE,29,FALSE,TRUE,Q,Head,0,TRUE,TRUE,FALSE,TRUE,employed,salaried,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,2,0.321
297,D,FALSE,34,TRUE,TRUE,X,Spouse,1,TRUE,FALSE,TRUE,TRUE,employed,irregular_seasonal,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,2,FALSE,TRUE,TRUE,FALSE,TRUE,1,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,4,0.268
298,C,TRUE,30,TRUE,TRUE,P,Spouse,1,TRUE,FALSE,FALSE,FALSE,housewife_or_student,not_working,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,1,0.394
299,G,FALSE,32,TRUE,FALSE,X,Father/Mother,2,TRUE,FALSE,TRUE,TRUE,employed,self_employed,3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2,2,FALSE,TRUE,FALSE,TRUE,TRUE,2,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,1,1,3,0.482
